明細ID,取引ID,商品ID,商品名,数量,金額
D00000591,T0000192,G03,りんご,1,304
D00000592,T0000193,G11,からあげ弁当,3,1859
D00000593,T0000193,G11,からあげ弁当,2,1197
D00000594,T0000193,G12,緑茶ペットボトル,3,394
D00000595,T0000193,G04,バナナ,3,601
D00000596,T0000193,G02,レタス,1,192
D00000597,T0000194,G10,食パン,3,636
D00000598,T0000194,G15,チョコレート,1,227
D00000599,T0000194,G04,バナナ,3,656
D00000600,T0000195,G10,食パン,2,432
D00000601,T0000195,G11,からあげ弁当,3,1694
D00000602,T0000195,G04,バナナ,2,403
D00000603,T0000195,G14,ポテトチップス,3,509
D00000604,T0000195,G04,バナナ,2,424
D00000605,T0000196,G03,りんご,2,616
D00000606,T0000196,G08,まぐろ刺身,3,2513
D00000607,T0000197,G11,からあげ弁当,1,614
D00000608,T0000198,G03,りんご,3,917
D00000609,T0000198,G14,ポテトチップス,2,355
D00000610,T0000198,G16,しょうゆ,3,1081
D00000611,T0000198,G12,緑茶ペットボトル,3,372
D00000612,T0000199,G07,さば,3,1273
D00000613,T0000199,G12,緑茶ペットボトル,1,124
D00000614,T0000199,G11,からあげ弁当,3,1681
D00000615,T0000199,G10,食パン,1,223
D00000616,T0000200,G11,からあげ弁当,2,1150
D00000617,T0000200,G08,まぐろ刺身,1,911
D00000618,T0000200,G15,チョコレート,2,437
D00000619,T0000200,G01,トマト,3,783
D00000620,T0000201,G01,トマト,1,246
D00000621,T0000201,G04,バナナ,3,669
D00000622,T0000201,G11,からあげ弁当,1,555
D00000623,T0000201,G15,チョコレート,2,454
D00000624,T0000202,G15,チョコレート,1,207
D00000625,T0000202,G13,コーヒー豆,2,1613
D00000626,T0000203,G12,緑茶ペットボトル,2,249
D00000627,T0000203,G14,ポテトチップス,1,164
D00000628,T0000203,G15,チョコレート,2,456
D00000629,T0000203,G11,からあげ弁当,3,1847
D00000630,T0000204,G05,牛肉（国産）,2,1829
D00000631,T0000204,G13,コーヒー豆,2,1552
D00000632,T0000204,G14,ポテトチップス,3,550
D00000633,T0000204,G16,しょうゆ,1,308
D00000634,T0000204,G16,しょうゆ,2,632
D00000635,T0000205,G02,レタス,1,202
D00000636,T0000205,G01,トマト,3,822
D00000637,T0000206,G04,バナナ,3,602
D00000638,T0000206,G11,からあげ弁当,1,528
D00000639,T0000206,G01,トマト,2,530
D00000640,T0000206,G13,コーヒー豆,1,790
D00000641,T0000207,G14,ポテトチップス,2,348
D00000642,T0000207,G05,牛肉（国産）,1,869
D00000643,T0000207,G07,さば,3,1200
D00000644,T0000207,G01,トマト,2,571
D00000645,T0000208,G06,鶏むね肉,3,1304
D00000646,T0000209,G03,りんご,3,932
D00000647,T0000209,G15,チョコレート,3,671
D00000648,T0000209,G02,レタス,2,402
D00000649,T0000210,G01,トマト,2,494
D00000650,T0000210,G11,からあげ弁当,2,1211
D00000651,T0000210,G06,鶏むね肉,3,1294
D00000652,T0000210,G12,緑茶ペットボトル,1,137
D00000653,T0000210,G08,まぐろ刺身,3,2759
D00000654,T0000211,G03,りんご,1,321
D00000655,T0000211,G05,牛肉（国産）,1,964
D00000656,T0000212,G05,牛肉（国産）,3,2620
D00000657,T0000212,G15,チョコレート,2,407
D00000658,T0000212,G05,牛肉（国産）,1,1008
D00000659,T0000212,G01,トマト,3,735
D00000660,T0000213,G15,チョコレート,2,443
D00000661,T0000213,G14,ポテトチップス,3,506
D00000662,T0000213,G06,鶏むね肉,1,445
D00000663,T0000213,G03,りんご,1,313
D00000664,T0000214,G12,緑茶ペットボトル,3,422
D00000665,T0000214,G04,バナナ,1,204
D00000666,T0000214,G01,トマト,2,485
D00000667,T0000214,G01,トマト,2,510
D00000668,T0000214,G05,牛肉（国産）,2,1931
D00000669,T0000215,G12,緑茶ペットボトル,1,148
D00000670,T0000215,G14,ポテトチップス,2,310
D00000671,T0000216,G06,鶏むね肉,3,1387
D00000672,T0000216,G04,バナナ,3,625
D00000673,T0000216,G05,牛肉（国産）,1,990
D00000674,T0000216,G02,レタス,2,366
D00000675,T0000217,G15,チョコレート,2,439
D00000676,T0000218,G11,からあげ弁当,2,1147
D00000677,T0000218,G15,チョコレート,2,436
D00000678,T0000218,G12,緑茶ペットボトル,1,138
D00000679,T0000218,G10,食パン,1,212
D00000680,T0000219,G03,りんご,2,591
D00000681,T0000219,G04,バナナ,3,609
D00000682,T0000219,G10,食パン,3,663
D00000683,T0000219,G08,まぐろ刺身,3,2486
D00000684,T0000220,G14,ポテトチップス,3,486
D00000685,T0000220,G08,まぐろ刺身,1,818
D00000686,T0000220,G03,りんご,2,615
D00000687,T0000220,G16,しょうゆ,2,628
D00000688,T0000220,G12,緑茶ペットボトル,1,145
D00000689,T0000221,G14,ポテトチップス,3,529
D00000690,T0000222,G12,緑茶ペットボトル,3,386
D00000691,T0000223,G10,食パン,3,745
D00000692,T0000223,G02,レタス,1,178
D00000693,T0000223,G05,牛肉（国産）,2,1836
D00000694,T0000223,G10,食パン,2,502
D00000695,T0000223,G03,りんご,1,329
D00000696,T0000224,G07,さば,2,914
D00000697,T0000224,G12,緑茶ペットボトル,2,263
D00000698,T0000225,G11,からあげ弁当,1,632
D00000699,T0000225,G06,鶏むね肉,3,1498
D00000700,T0000225,G10,食パン,1,237
D00000701,T0000225,G10,食パン,3,744
D00000702,T0000225,G01,トマト,3,861
D00000703,T0000226,G12,緑茶ペットボトル,3,411
D00000704,T0000226,G08,まぐろ刺身,2,1667
D00000705,T0000227,G04,バナナ,3,676
D00000706,T0000227,G02,レタス,2,360
D00000707,T0000227,G11,からあげ弁当,2,1179
D00000708,T0000228,G06,鶏むね肉,2,945
D00000709,T0000228,G10,食パン,3,696
D00000710,T0000229,G15,チョコレート,3,697
D00000711,T0000229,G07,さば,2,827
D00000712,T0000229,G01,トマト,3,848
D00000713,T0000230,G09,こしひかり5kg,1,2591
D00000714,T0000231,G08,まぐろ刺身,3,2341
D00000715,T0000231,G02,レタス,3,538
D00000716,T0000231,G05,牛肉（国産）,3,2851
D00000717,T0000232,G11,からあげ弁当,3,1759
D00000718,T0000232,G15,チョコレート,3,700
D00000719,T0000232,G02,レタス,2,375
D00000720,T0000232,G09,こしひかり5kg,1,2870
D00000721,T0000232,G10,食パン,1,230
D00000722,T0000233,G12,緑茶ペットボトル,3,404
D00000723,T0000233,G02,レタス,2,351
D00000724,T0000234,G03,りんご,2,659
D00000725,T0000234,G04,バナナ,3,680
D00000726,T0000234,G06,鶏むね肉,2,965
D00000727,T0000235,G10,食パン,1,210
D00000728,T0000235,G14,ポテトチップス,2,355
D00000729,T0000235,G01,トマト,2,529
D00000730,T0000235,G12,緑茶ペットボトル,2,294
D00000731,T0000236,G12,緑茶ペットボトル,1,148
D00000732,T0000236,G01,トマト,3,785
D00000733,T0000236,G11,からあげ弁当,1,599
D00000734,T0000236,G03,りんご,2,583
D00000735,T0000237,G09,こしひかり5kg,1,2856
D00000736,T0000238,G14,ポテトチップス,2,366
D00000737,T0000239,G01,トマト,3,777
D00000738,T0000239,G10,食パン,3,706
D00000739,T0000239,G14,ポテトチップス,2,337
D00000740,T0000239,G02,レタス,3,617
D00000741,T0000240,G07,さば,2,774
D00000742,T0000240,G07,さば,3,1200
D00000743,T0000241,G16,しょうゆ,3,1077
D00000744,T0000241,G16,しょうゆ,1,316
D00000745,T0000241,G10,食パン,3,729
D00000746,T0000242,G11,からあげ弁当,2,1253
D00000747,T0000242,G09,こしひかり5kg,1,2807
D00000748,T0000242,G16,しょうゆ,1,341
D00000749,T0000242,G09,こしひかり5kg,1,2840
D00000750,T0000243,G12,緑茶ペットボトル,2,265
D00000751,T0000243,G09,こしひかり5kg,3,7443
D00000752,T0000244,G04,バナナ,1,194
D00000753,T0000245,G02,レタス,2,392
D00000754,T0000246,G02,レタス,2,399
D00000755,T0000246,G05,牛肉（国産）,2,1955
D00000756,T0000247,G09,こしひかり5kg,3,8743
D00000757,T0000247,G09,こしひかり5kg,3,8778
D00000758,T0000247,G01,トマト,1,278
D00000759,T0000247,G10,食パン,3,699
D00000760,T0000247,G05,牛肉（国産）,3,2626
D00000761,T0000248,G10,食パン,1,226
D00000762,T0000248,G05,牛肉（国産）,1,863
D00000763,T0000248,G10,食パン,3,656
D00000764,T0000248,G04,バナナ,3,580
D00000765,T0000248,G02,レタス,2,368
D00000766,T0000249,G12,緑茶ペットボトル,3,404
D00000767,T0000249,G14,ポテトチップス,2,351
D00000768,T0000249,G02,レタス,2,344
D00000769,T0000249,G15,チョコレート,2,436
D00000770,T0000250,G05,牛肉（国産）,1,990
D00000771,T0000250,G06,鶏むね肉,2,947
D00000772,T0000250,G12,緑茶ペットボトル,3,435
D00000773,T0000250,G11,からあげ弁当,2,1185
D00000774,T0000250,G02,レタス,2,391
D00000775,T0000251,G16,しょうゆ,3,1067
D00000776,T0000251,G04,バナナ,3,614
D00000777,T0000251,G04,バナナ,1,201
D00000778,T0000251,G05,牛肉（国産）,1,966
D00000779,T0000252,G05,牛肉（国産）,2,1889
D00000780,T0000252,G11,からあげ弁当,3,1828
D00000781,T0000252,G14,ポテトチップス,1,176
D00000782,T0000252,G03,りんご,2,641
D00000783,T0000252,G10,食パン,3,663
D00000784,T0000253,G07,さば,3,1145
D00000785,T0000253,G05,牛肉（国産）,1,861
D00000786,T0000254,G08,まぐろ刺身,1,816
D00000787,T0000255,G15,チョコレート,2,451
D00000788,T0000256,G12,緑茶ペットボトル,1,125
D00000789,T0000256,G04,バナナ,1,200
D00000790,T0000256,G10,食パン,1,249
D00000791,T0000257,G01,トマト,2,514
D00000792,T0000257,G14,ポテトチップス,1,170
D00000793,T0000257,G14,ポテトチップス,2,352
D00000794,T0000258,G05,牛肉（国産）,1,945
D00000795,T0000259,G15,チョコレート,2,423
D00000796,T0000259,G03,りんご,1,339
D00000797,T0000259,G01,トマト,1,246
D00000798,T0000259,G01,トマト,2,553
D00000799,T0000260,G02,レタス,1,195
D00000800,T0000260,G02,レタス,3,616
D00000801,T0000260,G15,チョコレート,1,202
D00000802,T0000260,G10,食パン,1,234
D00000803,T0000261,G05,牛肉（国産）,3,2655
D00000804,T0000261,G01,トマト,2,557
D00000805,T0000262,G14,ポテトチップス,3,521
D00000806,T0000262,G01,トマト,2,560
D00000807,T0000262,G15,チョコレート,1,200
D00000808,T0000263,G11,からあげ弁当,2,1056
D00000809,T0000263,G16,しょうゆ,3,1026
D00000810,T0000264,G01,トマト,3,828
D00000811,T0000264,G03,りんご,3,954
D00000812,T0000264,G12,緑茶ペットボトル,2,260
D00000813,T0000264,G02,レタス,1,172
D00000814,T0000264,G12,緑茶ペットボトル,1,125
D00000815,T0000265,G07,さば,3,1228
D00000816,T0000265,G04,バナナ,1,211
D00000817,T0000265,G09,こしひかり5kg,1,2613
D00000818,T0000266,G04,バナナ,2,456
D00000819,T0000266,G12,緑茶ペットボトル,1,139
D00000820,T0000267,G01,トマト,1,246
D00000821,T0000267,G01,トマト,1,258
D00000822,T0000268,G16,しょうゆ,1,322
D00000823,T0000269,G14,ポテトチップス,3,536
D00000824,T0000269,G15,チョコレート,1,207
D00000825,T0000270,G06,鶏むね肉,2,899
D00000826,T0000270,G02,レタス,1,186
D00000827,T0000270,G09,こしひかり5kg,2,4958
D00000828,T0000271,G12,緑茶ペットボトル,2,288
D00000829,T0000272,G10,食パン,3,729
D00000830,T0000272,G12,緑茶ペットボトル,2,262
D00000831,T0000273,G04,バナナ,2,410
D00000832,T0000273,G06,鶏むね肉,2,1007
D00000833,T0000273,G14,ポテトチップス,1,169
D00000834,T0000274,G12,緑茶ペットボトル,3,406
D00000835,T0000274,G02,レタス,3,540
D00000836,T0000274,G04,バナナ,3,667
D00000837,T0000274,G07,さば,3,1178
D00000838,T0000274,G02,レタス,3,617
D00000839,T0000275,G08,まぐろ刺身,2,1630
D00000840,T0000275,G05,牛肉（国産）,3,2887
D00000841,T0000275,G15,チョコレート,3,652
D00000842,T0000275,G10,食パン,1,213
D00000843,T0000276,G07,さば,1,400
D00000844,T0000276,G15,チョコレート,2,411
D00000845,T0000276,G01,トマト,2,491
D00000846,T0000277,G10,食パン,1,247
D00000847,T0000277,G03,りんご,3,899
D00000848,T0000277,G08,まぐろ刺身,1,890
D00000849,T0000277,G15,チョコレート,1,238
D00000850,T0000278,G05,牛肉（国産）,1,856
D00000851,T0000278,G16,しょうゆ,1,363
D00000852,T0000279,G06,鶏むね肉,1,497
D00000853,T0000279,G12,緑茶ペットボトル,3,393
D00000854,T0000280,G06,鶏むね肉,2,910
D00000855,T0000280,G02,レタス,3,533
D00000856,T0000280,G04,バナナ,1,198
D00000857,T0000280,G06,鶏むね肉,3,1337
D00000858,T0000280,G01,トマト,1,239
D00000859,T0000281,G06,鶏むね肉,1,498
D00000860,T0000281,G14,ポテトチップス,3,494
D00000861,T0000282,G06,鶏むね肉,1,445
D00000862,T0000282,G08,まぐろ刺身,1,852
D00000863,T0000282,G11,からあげ弁当,2,1112
D00000864,T0000282,G01,トマト,2,535
D00000865,T0000282,G01,トマト,3,758
D00000866,T0000283,G01,トマト,3,769
D00000867,T0000283,G07,さば,1,418
D00000868,T0000283,G12,緑茶ペットボトル,3,423
D00000869,T0000284,G12,緑茶ペットボトル,3,423
D00000870,T0000284,G12,緑茶ペットボトル,1,137
D00000871,T0000284,G10,食パン,2,502
D00000872,T0000285,G16,しょうゆ,1,345
D00000873,T0000285,G06,鶏むね肉,2,994
D00000874,T0000285,G09,こしひかり5kg,2,5428
D00000875,T0000285,G06,鶏むね肉,3,1346
D00000876,T0000285,G04,バナナ,2,427
D00000877,T0000286,G04,バナナ,2,456
D00000878,T0000286,G13,コーヒー豆,2,1746
D00000879,T0000287,G08,まぐろ刺身,2,1627
D00000880,T0000287,G09,こしひかり5kg,3,7610
D00000881,T0000287,G02,レタス,1,202
D00000882,T0000288,G14,ポテトチップス,2,361
D00000883,T0000288,G03,りんご,1,286
D00000884,T0000288,G11,からあげ弁当,3,1780
D00000885,T0000288,G04,バナナ,2,415
D00000886,T0000289,G14,ポテトチップス,1,179
D00000887,T0000289,G16,しょうゆ,3,1017
D00000888,T0000289,G08,まぐろ刺身,2,1727
D00000889,T0000289,G16,しょうゆ,3,980
D00000890,T0000290,G09,こしひかり5kg,1,2981
D00000891,T0000291,G02,レタス,1,202
D00000892,T0000292,G03,りんご,1,299
D00000893,T0000292,G10,食パン,1,223
D00000894,T0000292,G03,りんご,2,627
D00000895,T0000293,G01,トマト,3,799
D00000896,T0000293,G15,チョコレート,3,702
D00000897,T0000293,G01,トマト,3,822
D00000898,T0000294,G02,レタス,3,535
D00000899,T0000295,G02,レタス,1,204
D00000900,T0000295,G10,食パン,3,753
D00000901,T0000295,G07,さば,1,414
D00000902,T0000295,G11,からあげ弁当,1,572
D00000903,T0000295,G15,チョコレート,2,417
D00000904,T0000296,G03,りんご,1,336
D00000905,T0000296,G12,緑茶ペットボトル,2,297
D00000906,T0000296,G01,トマト,1,257
D00000907,T0000296,G15,チョコレート,3,665
D00000908,T0000296,G11,からあげ弁当,1,597
D00000909,T0000297,G14,ポテトチップス,1,152
D00000910,T0000297,G03,りんご,2,628
D00000911,T0000297,G15,チョコレート,3,643
D00000912,T0000297,G07,さば,1,440
D00000913,T0000297,G08,まぐろ刺身,3,2702
D00000914,T0000298,G02,レタス,3,515
D00000915,T0000299,G04,バナナ,3,654
D00000916,T0000299,G16,しょうゆ,3,1007
D00000917,T0000300,G12,緑茶ペットボトル,3,392
D00000918,T0000300,G11,からあげ弁当,2,1082
D00000919,T0000300,G02,レタス,2,392
D00000920,T0000300,G01,トマト,3,857
D00000921,T0000301,G09,こしひかり5kg,1,2499
D00000922,T0000301,G06,鶏むね肉,1,459
D00000923,T0000301,G05,牛肉（国産）,2,1873
D00000924,T0000301,G01,トマト,3,813
D00000925,T0000301,G09,こしひかり5kg,2,5327
D00000926,T0000302,G10,食パン,1,212
D00000927,T0000302,G15,チョコレート,1,230
D00000928,T0000303,G15,チョコレート,1,223
D00000929,T0000303,G03,りんご,3,897
D00000930,T0000303,G13,コーヒー豆,3,2649
D00000931,T0000304,G07,さば,1,389
D00000932,T0000304,G06,鶏むね肉,2,1024
D00000933,T0000304,G03,りんご,1,300
D00000934,T0000304,G09,こしひかり5kg,2,5550
D00000935,T0000304,G13,コーヒー豆,3,2623
D00000936,T0000305,G15,チョコレート,1,220
D00000937,T0000305,G04,バナナ,2,424
D00000938,T0000305,G11,からあげ弁当,3,1799
D00000939,T0000306,G14,ポテトチップス,1,179
D00000940,T0000306,G06,鶏むね肉,2,883
D00000941,T0000306,G14,ポテトチップス,2,352
D00000942,T0000306,G12,緑茶ペットボトル,3,397
D00000943,T0000306,G15,チョコレート,3,610
D00000944,T0000307,G03,りんご,2,654
D00000945,T0000307,G08,まぐろ刺身,1,788
D00000946,T0000307,G01,トマト,2,532
D00000947,T0000308,G03,りんご,1,289
D00000948,T0000308,G06,鶏むね肉,1,478
D00000949,T0000308,G08,まぐろ刺身,3,2522
D00000950,T0000309,G04,バナナ,2,447
D00000951,T0000309,G12,緑茶ペットボトル,3,441
D00000952,T0000310,G05,牛肉（国産）,3,3040
D00000953,T0000310,G16,しょうゆ,3,1101
D00000954,T0000311,G13,コーヒー豆,2,1497
D00000955,T0000311,G04,バナナ,2,400
D00000956,T0000311,G12,緑茶ペットボトル,2,250
D00000957,T0000311,G05,牛肉（国産）,2,2033
D00000958,T0000311,G08,まぐろ刺身,3,2477
D00000959,T0000312,G10,食パン,1,209
D00000960,T0000312,G13,コーヒー豆,2,1499
D00000961,T0000313,G12,緑茶ペットボトル,2,298
D00000962,T0000313,G16,しょうゆ,3,917
D00000963,T0000314,G09,こしひかり5kg,1,2512
D00000964,T0000315,G02,レタス,3,556
D00000965,T0000315,G12,緑茶ペットボトル,2,295
D00000966,T0000315,G16,しょうゆ,3,988
D00000967,T0000315,G11,からあげ弁当,1,619
D00000968,T0000316,G14,ポテトチップス,3,478
D00000969,T0000316,G02,レタス,2,392
D00000970,T0000316,G12,緑茶ペットボトル,2,290
D00000971,T0000316,G07,さば,2,842
D00000972,T0000317,G12,緑茶ペットボトル,2,249
D00000973,T0000317,G06,鶏むね肉,3,1435
D00000974,T0000317,G15,チョコレート,1,231
D00000975,T0000317,G01,トマト,2,551
D00000976,T0000318,G11,からあげ弁当,3,1786
D00000977,T0000318,G02,レタス,1,189
D00000978,T0000318,G15,チョコレート,3,648
D00000979,T0000318,G14,ポテトチップス,1,162
D00000980,T0000319,G12,緑茶ペットボトル,1,138
D00000981,T0000319,G14,ポテトチップス,2,304
D00000982,T0000319,G11,からあげ弁当,1,539
D00000983,T0000319,G08,まぐろ刺身,3,2303
D00000984,T0000319,G02,レタス,1,199
D00000985,T0000320,G13,コーヒー豆,1,796
D00000986,T0000321,G10,食パン,1,214
D00000987,T0000321,G01,トマト,2,488
D00000988,T0000321,G02,レタス,2,365
D00000989,T0000321,G06,鶏むね肉,1,494
D00000990,T0000321,G13,コーヒー豆,1,844
D00000991,T0000322,G11,からあげ弁当,3,1867
D00000992,T0000323,G16,しょうゆ,2,641
D00000993,T0000323,G07,さば,1,456
D00000994,T0000323,G04,バナナ,1,209
D00000995,T0000324,G01,トマト,3,717
D00000996,T0000324,G08,まぐろ刺身,1,891
D00000997,T0000324,G03,りんご,2,648
D00000998,T0000324,G05,牛肉（国産）,3,2833
D00000999,T0000325,G02,レタス,3,523
D00001000,T0000325,G02,レタス,1,184
D00001001,T0000326,G10,食パン,2,457
D00001002,T0000326,G04,バナナ,1,219
D00001003,T0000327,G02,レタス,1,200
D00001004,T0000327,G09,こしひかり5kg,1,2561
D00001005,T0000327,G16,しょうゆ,2,641
D00001006,T0000327,G09,こしひかり5kg,1,2628
D00001007,T0000328,G12,緑茶ペットボトル,1,132
D00001008,T0000328,G08,まぐろ刺身,2,1654
D00001009,T0000329,G03,りんご,3,937
D00001010,T0000330,G07,さば,3,1355
D00001011,T0000331,G10,食パン,3,706
D00001012,T0000331,G04,バナナ,3,571
D00001013,T0000331,G07,さば,2,916
D00001014,T0000331,G02,レタス,3,531
D00001015,T0000332,G15,チョコレート,3,680
D00001016,T0000332,G04,バナナ,1,222
D00001017,T0000333,G11,からあげ弁当,2,1080
D00001018,T0000333,G11,からあげ弁当,2,1172
D00001019,T0000333,G10,食パン,1,223
D00001020,T0000334,G16,しょうゆ,1,328
D00001021,T0000335,G01,トマト,3,790
D00001022,T0000336,G01,トマト,2,547
D00001023,T0000337,G13,コーヒー豆,2,1707
D00001024,T0000337,G15,チョコレート,1,237
D00001025,T0000337,G11,からあげ弁当,3,1787
